@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute landmarks-1 numeric
@attribute landmarks-2 numeric
@attribute landmarks-3 numeric
@attribute landmarks-4 numeric
@attribute landmarks-5 numeric
@attribute landmarks-6 numeric
@attribute landmarks-7 numeric
@attribute landmarks-8 numeric
@attribute landmarks-9 numeric
@attribute landmarks-10 numeric
@attribute landmarks-11 numeric
@attribute landmarks-12 numeric
@attribute landmarks-13 numeric
@attribute landmarks-14 numeric
@attribute landmarks-15 numeric
@attribute landmarks-16 numeric
@attribute landmarks-17 numeric
@attribute landmarks-18 numeric
@attribute landmarks-19 numeric
@attribute landmarks-20 numeric
@attribute landmarks-21 numeric
@attribute landmarks-22 numeric
@attribute landmarks-23 numeric
@attribute landmarks-24 numeric
@attribute landmarks-25 numeric
@attribute landmarks-26 numeric
@attribute landmarks-27 numeric
@attribute landmarks-28 numeric
@attribute landmarks-29 numeric
@attribute landmarks-30 numeric
@attribute landmarks-31 numeric
@attribute landmarks-32 numeric
@attribute landmarks-33 numeric
@attribute landmarks-34 numeric
@attribute landmarks-35 numeric
@attribute landmarks-36 numeric
@attribute landmarks-37 numeric
@attribute landmarks-38 numeric
@attribute landmarks-39 numeric
@attribute landmarks-40 numeric
@attribute landmarks-41 numeric
@attribute landmarks-42 numeric
@attribute landmarks-43 numeric
@attribute landmarks-44 numeric
@attribute landmarks-45 numeric
@attribute landmarks-46 numeric
@attribute landmarks-47 numeric
@attribute landmarks-48 numeric
@attribute landmarks-49 numeric
@attribute landmarks-50 numeric
@attribute landmarks-51 numeric
@attribute landmarks-52 numeric
@attribute landmarks-53 numeric
@attribute landmarks-54 numeric
@attribute landmarks-55 numeric
@attribute landmarks-56 numeric
@attribute landmarks-57 numeric
@attribute landmarks-58 numeric
@attribute landmarks-59 numeric
@attribute landmarks-60 numeric
@attribute landmarks-61 numeric
@attribute landmarks-62 numeric
@attribute landmarks-63 numeric
@attribute outputs-1 numeric

@data
31,'2021/06/23 12:55:33:719',1,618.525513,396.485016,-0.000417,543.252258,381.437714,-4.702469,481.447968,339.32373,-6.545451,428.521057,304.929779,-9.438391,382.160248,286.080597,-13.002162,539.344788,219.468353,5.093863,521.156921,152.012131,6.216425,508.033356,108.199219,5.589926,496.980286,73.405045,3.976347,586.282715,205.25647,3.328666,578.581787,124.471817,5.404918,571.125916,71.263702,3.94204,564.455322,33.870556,2.463958,630.1427,211.236862,-0.12299,633.903748,138.768265,0.03896,635.46936,88.257439,-1.46465,635.336365,51.925678,-2.535131,671.471497,234.446365,-4.654916,692.786865,182.405884,-5.9175,708.795288,145.438156,-6.959391,721.839355,109.773552,-7.363506,1
32,'2021/06/23 12:55:33:727',1,618.639771,395.957764,-0.000465,544.302612,380.991089,-4.790653,482.757996,339.089386,-6.690161,429.701843,304.623749,-9.601568,383.497833,285.528564,-13.17647,540.013916,220.112503,4.859178,521.303711,153.217758,5.953729,508.031403,109.333092,5.301837,496.912537,74.418411,3.661777,586.37085,205.546417,3.139765,578.900879,125.096169,5.236948,571.877808,71.739578,3.793997,565.747742,34.142876,2.303942,629.723938,211.187317,-0.265912,634.030518,138.753067,-0.119128,636.389648,88.221626,-1.616819,637.078796,51.953228,-2.691508,670.46405,234.097061,-4.758498,692.208923,182.005096,-6.098166,708.696045,144.9021,-7.177335,722.407288,109.351212,-7.602176,1
33,'2021/06/23 12:55:34:135',1,618.202698,396.215424,-0.000479,543.811279,381.213287,-4.787793,482.456665,339.320251,-6.839575,430.031677,304.33429,-9.860454,384.758942,284.624146,-13.554228,540.761658,221.89064,4.020254,521.920532,154.873383,4.747704,508.383453,110.672081,3.90829,496.892578,75.324364,2.166394,587.049133,207.185364,2.210718,579.793335,126.183083,3.905979,572.889954,71.897255,2.321451,566.736938,33.311966,0.692933,630.233459,212.501877,-1.220773,634.77948,139.273636,-1.459155,637.371948,87.537445,-3.140182,638.12439,50.182335,-4.371626,670.637634,234.944595,-5.700356,692.237427,182.024109,-7.32511,708.592163,144.049194,-8.546967,722.105957,107.823227,-9.116158,1
34,'2021/06/23 12:55:34:139',1,617.692993,396.357208,-0.000481,543.500854,381.098236,-4.733532,482.38623,339.18988,-6.725697,429.927002,304.470428,-9.685001,384.278412,284.912964,-13.305789,540.710632,221.786011,4.18415,522.137207,154.658463,4.996157,508.738647,110.584152,4.196545,497.37912,75.437119,2.491719,586.828064,207.25293,2.402942,579.559937,126.176727,4.171635,572.630066,72.178307,2.60788,566.540344,33.914562,1.010729,629.791748,212.705658,-0.992214,634.224121,139.547333,-1.145425,636.724609,88.16713,-2.80414,637.456604,51.066055,-4.009696,669.928772,235.259644,-5.429886,691.311523,182.488617,-6.983171,707.493103,144.931229,-8.176704,720.907654,109.009254,-8.712451,1
35,'2021/06/23 12:55:36:986',2,618.697327,391.6362,-0.000224,539.645874,372.70874,-4.192285,476.464966,331.209351,-4.622186,422.868561,297.286743,-6.162063,377.02475,276.554718,-8.047461,533.19281,207.863373,10.832043,515.968811,141.630463,14.68138,506.041473,99.150124,16.180189,498.681915,67.344986,16.029085,581.642761,193.622345,9.842264,578.652405,114.869873,15.51705,575.906677,64.065872,16.247126,572.96582,29.70352,16.425276,627.101257,199.951447,6.841362,635.312256,129.74527,10.061431,640.032837,81.321457,10.604804,642.999268,47.311165,11.150671,670.269531,223.282654,2.57231,695.34613,172.596542,3.535138,714.389404,136.455017,4.078976,731.263855,102.072647,5.064399,1
36,'2021/06/23 12:55:36:995',2,617.52832,391.509155,-0.000227,539.665161,373.436493,-4.630256,476.627869,332.031097,-5.581495,423.054932,298.030212,-7.523844,377.322235,277.57428,-9.926001,531.718323,209.272812,9.157822,514.492981,142.339188,12.420399,504.278625,99.189171,13.521509,496.519348,66.868279,13.128061,580.080627,194.924866,8.393038,576.343811,115.876389,13.397591,572.988647,64.872299,13.771969,569.36261,30.628838,13.637383,625.404053,201.082794,5.712805,633.016235,130.564178,8.343035,637.644836,82.291618,8.572519,640.198181,48.753895,8.906266,668.337585,224.287048,1.817578,692.411865,173.202011,2.342175,710.930359,137.208023,2.655657,726.951111,103.356926,3.452733,1
37,'2021/06/23 12:55:37:487',2,617.398193,391.478973,-0.000251,539.445618,373.276123,-4.371793,476.573425,331.845825,-5.218813,423.100098,297.968109,-7.082172,377.034546,277.809143,-9.433211,531.659607,209.50206,9.26152,514.365601,142.196564,12.503654,503.999146,98.877731,13.603295,496.030396,66.40229,13.240885,580.130859,195.317719,8.441931,576.147095,115.8946,13.367507,572.589966,64.864899,13.732318,568.692627,30.581947,13.608506,625.567688,201.471451,5.738945,632.90509,130.672379,8.338435,637.326355,82.472923,8.579464,639.622986,49.000565,8.932947,668.509888,224.615814,1.861264,692.365845,173.291916,2.40324,710.744812,137.29953,2.722506,726.543762,103.460342,3.522656,1
38,'2021/06/23 12:55:37:495',2,616.983582,391.350189,-0.000274,539.922852,374.199432,-4.949193,476.74472,332.135864,-6.132483,422.828217,297.485107,-8.308201,376.327423,276.836884,-10.985061,532.206665,208.841644,8.683022,514.981628,142.404282,11.690148,504.41861,99.066086,12.514538,496.236267,66.140358,11.880575,580.532349,194.616302,7.856983,576.832886,116.080208,12.532591,573.069885,64.817207,12.616076,569.09314,30.215345,12.264886,625.76062,201.23848,5.080031,633.639404,131.023392,7.405629,638.122253,82.635689,7.373749,640.469299,48.921597,7.508476,668.645813,225.286316,1.060049,692.904846,174.547882,1.306579,711.393372,138.554184,1.411938,727.363037,104.5541,2.049934,1
39,'2021/06/23 12:55:37:882',2,616.804871,391.340363,-0.000282,539.396729,373.656555,-5.127819,476.081787,331.283783,-6.322032,422.53833,295.696594,-8.472321,376.832733,273.887207,-11.103792,531.040955,207.797058,8.802004,514.420593,140.922028,11.821112,504.349365,97.591103,12.626354,496.856506,64.97757,11.977898,579.601685,194.029175,8.076949,576.461304,115.533791,12.771933,572.993103,64.508858,12.741061,569.46167,30.281235,12.291619,625.037903,200.96434,5.369368,633.153564,130.849152,7.655492,637.42688,82.646507,7.44353,639.787659,49.305508,7.461751,668.18927,224.995468,1.413214,692.286438,174.268524,1.597102,710.352539,138.183228,1.58904,725.997925,104.302254,2.136668,1
40,'2021/06/23 12:55:37:886',2,616.701355,390.415588,-0.000298,540.083496,373.120087,-5.486424,476.790924,330.848328,-7.017119,422.935059,295.513824,-9.428934,376.815277,273.94809,-12.334293,531.201111,207.438232,7.68928,514.534607,140.920349,10.365352,504.317017,97.714371,10.940928,496.655151,64.964874,10.134192,579.34198,193.485519,7.063532,575.777649,115.258438,11.413991,572.265991,64.609535,11.2515,568.740112,30.468374,10.702863,624.381775,200.131302,4.482867,632.087158,130.132599,6.539628,636.44519,82.041794,6.312534,638.902344,48.627045,6.300452,667.135803,223.955154,0.63351,690.841675,173.144592,0.663048,708.850647,136.945068,0.610938,724.513306,102.933891,1.103652,1
41,'2021/06/23 12:55:38:267',2,616.785217,390.666412,-0.000286,540.873352,374.085236,-5.63868,477.706818,331.341278,-7.182603,423.703461,295.949738,-9.661541,377.191498,274.743134,-12.653318,532.308594,206.089523,8.028625,515.294739,140.412476,10.796745,504.714417,97.010551,11.362521,496.60498,63.928028,10.486477,580.686829,192.009628,7.339251,577.677917,114.137032,11.854654,573.844788,62.766869,11.690768,569.790894,28.118923,11.094404,625.945984,199.162262,4.622975,634.300354,129.33287,6.703186,638.465637,80.633125,6.402039,640.597046,46.733288,6.329356,669.220215,223.916397,0.588748,693.416687,173.652847,0.538445,711.417419,137.336655,0.422066,726.964661,102.965202,0.877335,1
42,'2021/06/23 12:55:38:271',2,617.874634,391.613007,-0.000281,541.727417,374.781097,-5.36146,477.950378,332.260223,-6.862787,423.432281,296.990997,-9.320375,376.960724,275.781464,-12.308162,532.836731,207.51181,8.13427,515.589233,141.360779,10.904655,504.865875,97.795654,11.508158,496.669678,64.580643,10.721914,581.225464,193.309708,7.416664,577.144287,115.442375,11.811737,572.727905,64.263779,11.563554,568.212952,29.980141,10.906873,626.479919,199.910904,4.738727,633.540833,129.994354,6.706567,636.865112,81.647018,6.27072,638.147461,48.299397,6.112338,669.662903,223.801331,0.802996,692.27478,172.977463,0.721176,708.95105,136.575485,0.519218,722.988281,102.532906,0.897843,1
43,'2021/06/23 12:55:38:794',2,620.50531,392.490509,-0.00036,540.523315,375.148712,-4.125421,476.028534,333.762238,-5.225955,421.623291,299.267792,-7.404429,375.3367,277.167419,-10.051064,532.880981,211.181152,8.831007,515.906189,143.798645,11.369504,504.217834,99.773911,12.108083,494.782013,66.519234,11.562527,581.816589,195.952866,7.657318,575.895203,117.258446,11.545682,569.694397,65.249298,11.207183,563.377686,30.884392,10.497371,627.500854,200.259644,4.667676,632.23291,129.123245,6.216368,632.990234,79.634827,5.526818,631.626343,46.067276,5.171027,671.019104,220.818115,0.601946,689.050171,167.427246,0.265797,701.53302,129.33696,-0.147795,711.29657,95.113655,-0.012572,0.95
44,'2021/06/23 12:55:38:798',2,618.122437,394.667389,-0.000618,540.88208,381.032379,-3.606809,475.999817,337.533569,-5.181201,423.825806,299.209351,-7.687603,378.164734,277.051422,-10.629437,531.259949,219.19899,5.246204,514.649231,148.454819,6.235548,502.650391,101.94574,5.983182,492.740234,65.049347,5.103604,579.178894,202.724701,3.97525,567.499573,121.623024,5.684666,557.353333,67.651978,4.449311,548.585205,30.141644,3.427321,624.470764,205.081879,1.265094,625.051331,130.793106,1.483436,622.690796,79.009392,0.260568,619.005737,41.749847,-0.39756,667.192444,223.94429,-2.266022,676.979248,166.379425,-3.386826,683.021545,126.496902,-4.236522,687.024292,89.582756,-4.480158,0.95
45,'2021/06/23 12:55:39:328',2,616.834167,396.044983,-0.000634,541.5755,381.216553,-4.15026,477.127502,336.573212,-6.034362,426.829285,295.994659,-8.887315,384.211731,272.157104,-12.166752,530.226257,220.763351,4.442396,516.019043,149.5793,4.952181,506.174164,102.520218,4.193776,498.415466,64.534798,2.928746,577.3927,205.106339,3.081504,565.670837,125.339111,4.169327,556.127014,71.024193,2.170311,547.991882,32.265049,0.513653,622.05365,207.59407,0.246107,621.320313,134.331177,0.021002,618.248779,82.373184,-1.873115,613.739807,43.930233,-3.148478,665.09967,225.854172,-3.45488,672.156311,168.594864,-4.961297,676.388306,128.323883,-6.306056,678.155457,90.149223,-7.043346,0.87
46,'2021/06/23 12:55:39:331',2,619.370178,395.117371,-0.00071,544.08429,379.339844,-3.860455,479.474731,335.68811,-5.377981,430.838623,294.015778,-7.916895,391.361603,269.11264,-10.874268,528.45813,225.063492,5.400051,513.159546,155.541489,6.054846,503.097992,109.018517,5.192282,495.123352,71.038902,3.833919,575.473389,208.193787,3.987617,560.664063,130.504196,5.375778,548.580322,76.362717,3.204811,538.295288,36.975933,1.301384,620.397888,208.575974,1.096309,615.265869,136.092392,0.896151,608.59552,85.647026,-1.424507,600.932617,48.023243,-3.027955,664.532288,223.777328,-2.637312,667.724487,166.126862,-4.196481,668.578186,126.952637,-5.771295,666.642822,89.972893,-6.670416,0.87
47,'2021/06/23 12:55:39:885',2,618.650024,395.611267,-0.000669,543.681702,379.770691,-4.163127,479.144196,335.996185,-5.904632,430.351135,294.237213,-8.650722,390.960327,268.872772,-11.822556,527.484619,224.974884,4.923076,511.88089,156.197952,5.349389,501.711578,110.052872,4.279004,493.848694,72.424843,2.715508,574.479797,208.156891,3.488848,559.979492,131.112076,4.638522,548.189575,77.487648,2.268907,538.256592,38.648163,0.179274,619.440186,208.715164,0.549509,614.558655,136.679337,0.081633,608.034546,86.654945,-2.431981,600.567505,49.593349,-4.190075,663.794067,224.233231,-3.258536,667.735535,166.909286,-5.049573,668.925964,127.772102,-6.777192,667.304932,91.030075,-7.811203,0.84
48,'2021/06/23 12:55:39:889',2,618.742554,399.188782,-0.000714,545.978027,379.145508,-3.505559,484.470184,334.615906,-4.812347,437.336456,292.51123,-7.111518,400.247345,266.583405,-9.663055,527.666138,229.311172,4.73103,507.915222,165.292542,4.652023,494.398743,123.735901,3.126229,482.622559,89.87825,1.148025,572.082581,212.272324,3.153423,553.79834,138.562973,3.832062,537.272766,89.599411,1.328573,521.876587,54.614975,-1.165336,614.783813,211.270126,0.21521,603.457214,141.165833,-0.816938,589.879639,95.818642,-3.614316,575.137146,63.259277,-5.808566,657.709778,224.403702,-3.526453,655.769531,167.182022,-5.429,650.102966,129.874268,-7.253402,640.970947,96.573395,-8.591706,0.84
49,'2021/06/23 12:55:40:458',2,619.362854,399.804779,-0.000835,546.782104,377.773834,-5.455493,485.704987,330.076843,-7.046383,439.405884,283.324677,-9.366403,402.422607,253.0858,-11.879046,525.587097,228.105545,5.018319,507.843445,163.007614,5.546612,496.673096,122.884453,4.207904,486.840363,90.858337,2.35104,570.666565,212.867416,4.47964,551.168457,140.511642,6.261245,534.563232,95.216736,3.917728,519.09259,62.128857,1.418721,613.559937,212.048889,2.323637,599.307739,144.600891,2.311726,584.1875,104.300362,-0.530673,568.292236,74.890083,-2.965378,656.219849,223.116577,-0.902054,650.277039,167.615448,-2.050522,641.726868,133.877579,-3.791242,630.177124,103.80027,-5.163599,0.71
50,'2021/06/23 12:55:40:463',2,620.423401,399.105072,-0.000916,546.505127,377.204926,-4.805427,485.02771,328.331818,-6.280969,437.961945,282.503113,-8.780537,400.462372,252.588181,-11.592231,527.722473,226.090393,4.919063,508.736023,163.718216,4.763335,496.342529,125.314423,2.830402,485.146362,94.479973,0.484507,572.255554,211.488144,3.531632,550.497864,140.718094,4.250917,531.728516,96.611794,1.097331,514.461426,64.478889,-1.921605,614.584717,211.12558,0.581532,597.478027,144.684891,-0.337767,579.364136,104.768661,-3.985418,560.879517,75.764656,-7.020039,656.74054,222.82547,-3.3723,647.119446,167.556885,-5.249108,634.750427,133.838547,-7.57707,619.727722,104.194748,-9.406713,0.71
51,'2021/06/23 12:55:40:903',2,619.184265,398.698822,-0.001002,544.309082,375.728882,-5.045449,484.047974,325.505341,-6.89403,435.770691,279.808594,-9.765604,396.142426,248.578339,-12.921353,529.733154,219.606812,4.561735,510.724945,158.65155,3.486113,496.59671,121.795563,0.705593,483.860962,93.11689,-2.378466,573.377441,206.474426,2.69829,552.401123,137.581711,1.680329,533.80835,99.263016,-2.670691,516.854858,74.30423,-6.603163,614.774475,207.941849,-0.83084,599.965759,143.574585,-3.538061,581.70166,110.236732,-8.74105,563.111755,88.798668,-13.017348,655.686218,221.878738,-5.303274,646.600159,167.290573,-8.549698,630.969788,137.886337,-12.040831,612.93927,115.174309,-15.025231,0.66
52,'2021/06/23 12:55:40:906',2,620.229492,398.846527,-0.001052,544.622925,375.87439,-4.816674,484.341339,326.077057,-6.861278,433.605011,281.123901,-9.990692,393.326782,247.610077,-13.385965,534.375671,218.101456,3.993879,516.328552,155.358521,1.833869,498.22226,117.208481,-2.470253,480.982574,91.786911,-6.533888,576.619019,206.048203,1.235373,558.885071,132.639679,-1.789812,536.742737,97.119888,-8.630338,517.187195,81.360207,-14.059005,616.47937,208.488068,-3.14588,606.217468,139.09819,-7.806855,584.554382,109.688011,-15.309587,563.854858,98.480927,-20.887018,655.693909,223.077332,-8.343945,649.197205,164.659943,-12.807144,630.524231,136.712311,-17.664375,608.950012,121.810295,-21.74531,0.66
53,'2021/06/23 12:55:41:521',2,621.927612,399.406982,-0.001118,546.414917,374.796448,-4.289943,486.424805,324.556,-6.006457,436.224365,278.213867,-8.904507,399.108307,240.055695,-11.908111,534.130737,213.518509,5.816076,519.501953,148.274506,3.078948,500.704987,109.497498,-2.784054,481.256836,88.742043,-7.802506,575.673645,201.255356,2.33068,562.297363,123.431938,-2.004493,538.616394,95.598663,-11.681911,517.089172,93.623276,-18.849024,615.854858,202.791107,-2.845759,609.717346,129.019196,-8.830579,585.498901,110.491173,-18.916719,563.435608,115.685577,-25.820774,656.204712,215.964249,-8.708683,650.176819,155.323364,-14.12623,628.288086,134.102798,-20.380096,603.487427,132.823074,-25.397335,0.3
54,'2021/06/23 12:55:41:528',2,623.369751,404.116058,-0.000875,545.416504,378.906616,-2.714578,484.630432,325.435547,-4.063128,436.81604,275.833374,-7.057855,407.250183,230.889603,-9.927579,534.303162,210.068039,8.494259,520.713135,147.548584,5.113703,501.674866,110.739304,-2.198614,480.188599,95.33181,-8.338415,574.890808,196.634842,3.64045,567.428528,119.735344,-1.247037,540.559692,96.665627,-12.468233,513.018494,102.918266,-20.89023,615.050171,198.968079,-2.997185,612.324219,124.04393,-9.83573,583.162354,111.46003,-21.066294,556.267456,126.134552,-28.61442,656.331787,214.460968,-10.2017,647.692078,153.973434,-16.51725,621.500366,137.329376,-23.410999,592.626343,143.26564,-28.830278,0.3
55,'2021/06/23 12:55:41:854',2,624.567749,403.757568,-0.00073,546.454956,379.33844,-3.36541,484.386841,325.581879,-4.898131,437.106384,275.099365,-8.023439,409.303711,229.906586,-10.85277,531.77655,207.935562,8.890469,517.721619,145.973938,5.680018,500.166138,110.919472,-1.472904,481.405212,96.152962,-7.595356,572.753723,193.69046,4.2893,564.290527,116.445557,-0.997549,537.274658,98.912247,-12.573977,510.814178,109.014999,-21.191887,614.238647,195.404037,-2.189222,608.893799,120.047951,-9.673236,579.109192,114.82505,-21.397522,553.690735,135.276779,-29.033216,657.403564,210.809845,-9.26255,646.435242,150.288742,-16.369791,619.315796,139.019211,-23.77877,591.693848,150.384064,-29.361649,0.27
56,'2021/06/23 12:55:41:865',2,622.594666,403.914307,-0.00043,546.126465,379.464417,-4.525835,484.859375,324.491425,-6.863425,438.656952,273.231842,-10.766348,415.436188,227.302948,-14.293777,530.917419,204.047348,7.916206,513.22821,143.981323,4.588751,495.529297,113.217506,-2.652346,478.254181,101.315277,-9.06706,573.132813,190.495819,3.664023,565.417664,115.795029,-2.768578,539.095459,105.353729,-14.739607,514.41571,120.224808,-23.246624,615.913147,194.222473,-2.541858,611.180054,121.218277,-11.026926,580.522522,120.731606,-23.484373,555.78479,144.241119,-31.263865,660.917786,212.750427,-9.44969,649.738647,154.085159,-17.666527,620.767395,145.418716,-26.020424,592.710876,158.96698,-31.955292,0.27
57,'2021/06/23 12:55:42:385',2,621.848572,405.227478,-0.000421,545.684448,379.390228,-3.865885,485.659882,323.879456,-5.984538,439.55661,272.861603,-9.781764,415.947937,226.725052,-13.279628,533.682617,205.158813,8.104897,515.854187,145.196289,4.671252,496.083435,114.264542,-2.752856,476.009796,103.676231,-9.27494,575.431458,191.952637,3.527019,568.288208,117.392746,-2.507139,539.301453,105.009087,-14.244968,511.743317,119.620682,-22.771128,617.155334,196.044922,-2.963002,613.238342,122.639061,-10.96801,580.222046,119.338562,-22.918121,553.027405,141.820618,-30.617758,660.178955,214.40126,-10.135183,649.839722,155.260086,-17.680571,619.705261,143.996124,-25.477875,589.413208,155.875992,-31.261868,0.17
58,'2021/06/23 12:55:42:389',2,619.579895,405.993256,-0.004128,546.87085,379.544708,-5.634723,490.152191,323.082245,-8.58975,446.962189,272.444885,-12.960809,426.85141,225.097458,-16.932741,536.851563,201.832275,6.266305,523.632813,139.545456,2.026036,504.562378,107.54631,-6.41694,485.625366,96.857109,-13.643055,577.278687,191.312607,1.956789,570.872559,114.236771,-6.609344,537.098145,111.907272,-20.493626,508.839111,137.899536,-29.784683,617.868774,197.030853,-4.299439,615.554749,120.698387,-13.886752,578.255981,123.839668,-27.461351,549.954651,155.316574,-35.685043,660.638672,216.719025,-11.364506,651.625061,154.387741,-20.023415,619.504578,146.168549,-29.038498,588.668762,164.547409,-35.331909,0.17
59,'2021/06/23 12:55:42:915',2,618.608826,406.241943,-0.004721,543.367493,377.696533,-5.203448,487.561066,320.915039,-8.359014,445.489044,271.302917,-13.050962,424.050568,223.74144,-17.350203,537.279541,202.724319,8.040379,523.667419,141.993561,4.735205,506.897308,106.648849,-2.767179,489.206085,90.515915,-9.486679,577.889221,192.532913,3.932159,568.138794,120.471809,-4.307714,537.054626,118.195076,-17.463169,510.719604,141.13298,-26.074265,619.238647,197.94281,-2.042092,612.993713,125.699326,-11.032218,576.582947,130.271103,-24.084745,549.678955,160.326309,-31.87022,663.634644,217.073486,-8.761393,649.673035,156.70343,-17.57099,616.471069,150.417587,-26.661064,586.721558,169.29274,-32.713795,0.05
60,'2021/06/23 12:55:42:920',2,625.200562,397.495575,-0.007984,545.234863,370.918182,-7.836005,486.088043,314.996948,-11.491623,449.356812,259.110321,-16.016008,433.246094,209.894516,-19.935726,526.18512,206.934601,7.359288,511.31781,146.237656,4.707311,501.159943,105.686081,-1.173681,490.872101,77.45401,-6.665406,568.110291,197.53714,4.813421,550.066467,133.872833,-4.148202,528.727417,144.922531,-16.944603,514.351929,169.627579,-24.586479,612.789429,199.713638,0.311713,601.304749,136.057159,-9.876971,577.152344,157.772888,-22.568378,563.38446,193.307816,-29.189421,662.275696,213.371078,-5.003521,648.301086,156.093414,-15.123465,622.767517,162.136459,-24.216064,604.385315,188.672958,-29.603151,0.05
61,'2021/06/23 12:55:43:416',2,624.512939,396.924683,-0.006134,544.233948,370.497406,-8.069316,485.700012,314.731964,-11.816659,449.962921,258.42276,-16.307234,434.6633,208.831024,-20.14296,524.659485,208.290787,6.878587,510.381104,147.18927,4.273093,501.230865,105.545509,-1.507739,492.01535,76.110283,-6.886975,566.610962,199.403793,4.583329,548.89447,135.619263,-4.342315,528.822021,145.961014,-17.00429,515.596375,169.603195,-24.440479,611.351685,201.76059,0.370806,600.567932,138.302963,-9.695372,577.798218,160.128281,-22.11858,565.024292,194.916336,-28.485624,660.919312,215.533112,-4.686281,648.080627,158.001556,-14.701966,624.163635,163.544434,-23.654938,607.347839,189.131638,-28.914804,0.01
62,'2021/06/23 12:55:43:422',2,608.219055,404.564819,-0.000776,532.038086,369.041138,-2.471525,484.255859,304.244293,-3.189051,462.471405,234.167068,-5.131041,453.250214,180.632339,-4.874646,522.886169,215.655792,8.126314,511.317841,155.352539,-1.128302,504.125214,145.953659,-4.476151,499.035156,129.608536,-4.280601,562.551758,211.019592,5.210719,540.360657,176.363174,-10.275609,537.241089,253.789261,-13.747581,545.486877,288.223236,-9.454314,606.997131,214.914856,0.508017,585.902466,190.200638,-14.244706,581.121338,272.872223,-14.389455,593.439453,307.98938,-8.285672,654.929199,226.718979,-4.394252,635.728638,197.517075,-14.679486,620.580139,241.941299,-14.212008,626.183472,263.042664,-9.489965,0.01
63,'2021/06/23 12:55:43:904',2,623.28125,404.329559,-0.0005,544.56073,375.820648,-3.75708,490.607574,319.057495,-6.372264,474.092163,251.981461,-11.214732,492.254272,207.213715,-14.796094,526.06073,232.354446,11.984812,508.07605,178.764267,-2.55085,506.528381,213.389648,-9.838417,511.008331,242.234543,-8.560212,566.917358,227.198898,8.570566,546.206421,181.630569,-10.451234,544.967651,253.625977,-17.745186,553.24231,290.114532,-13.692616,611.455505,229.687317,2.449366,593.904175,196.174759,-14.59049,590.669067,269.588837,-18.342705,598.570129,304.032501,-13.069961,658.815308,238.79303,-3.903204,641.751953,212.909348,-15.50372,626.054932,259.032135,-15.780911,624.546631,286.953064,-9.796656,0.01
64,'2021/06/23 12:55:43:913',2,622.546814,401.044495,0.000255,545.983337,377.804718,-4.424738,490.297546,322.847748,-7.456942,477.764954,257.013702,-12.225768,507.969574,209.983459,-15.399452,536.18219,238.346405,11.247477,512.355774,194.459549,-7.539375,515.488403,246.125992,-14.469956,528.105774,279.53183,-9.762409,575.008301,235.023132,7.879775,550.415527,194.117096,-13.151828,551.862854,264.371063,-19.523117,565.808228,291.251801,-15.372593,617.390564,238.681839,1.173068,592.148926,205.682495,-18.101086,588.735718,273.736206,-21.75882,601.779358,300.264832,-17.119104,661.804504,249.500061,-5.838482,635.395447,220.548553,-17.415197,622.194031,265.936218,-17.484173,628.266602,293.942017,-13.120097,0.01
65,'2021/06/23 12:55:44:239',2,624.079346,402.5513,0.000519,548.454834,377.811371,-4.067259,492.412506,321.781586,-7.243822,481.100983,255.802567,-12.572167,514.556091,209.402832,-15.986589,537.253296,232.492691,12.24312,511.291687,194.025452,-8.628747,515.658569,247.13176,-16.009724,529.785522,280.000183,-10.799295,575.913208,229.649994,8.1597,548.015808,194.854507,-14.446705,551.836121,266.610168,-20.102999,567.879517,292.199097,-14.532559,618.498535,234.399139,0.433613,588.342834,207.860245,-20.343338,587.600037,277.591614,-23.054569,603.37854,301.921936,-17.242353,662.509705,246.789459,-7.583501,631.576843,223.114563,-20.460138,620.279846,270.661804,-19.869125,629.320435,296.921722,-14.657282,0.01
